point,t1,t2,aud,cad,nok,eur,gbp,jpy,nzd,sek,usd
1y1y,1,2,4.141387937010675,3.587182892520392,3.9784492968399414,2.819956874090897,4.037076698757408,0.48698940937754387,4.37663408855085,2.6018839741625794,4.035681552599048
1y2y,1,3,4.056928126453893,3.420369006357111,3.7894268251019056,2.7034172290858747,3.82081587803439,0.5630493946012254,4.181120125902967,2.4890600435927857,3.852212306993836
1y3y,1,4,4.033853004358969,3.3030387336008458,3.677890238500773,2.643183299894603,3.691299319753303,0.6241225354922385,4.090327894391571,2.4390174386937686,3.753999567413139
1y4y,1,5,4.056301476733102,3.244050601953727,3.611985788003231,2.6106608849461987,3.61327555813158,0.6820631482652636,4.061462448551593,2.4174054721652936,3.6974234306184837
1y5y,1,6,4.102146539869107,3.2509591633740493,3.5779003617586644,2.599061255102258,3.572150303169931,0.747712611538198,4.081490036819403,2.418262428486314,3.6629828018777957
1y6y,1,7,4.153451605499712,3.2804098887386335,3.5626858248097504,2.5981947125914613,3.556817501992144,0.821975824978638,4.115946943388233,2.4340675436809147,3.6705509490733865
1y7y,1,8,4.207906496814475,3.3173955933209314,3.556860383383291,2.604592113847274,3.559936862875472,0.8952748831334975,4.153222353641815,2.4541573142935027,3.6611270267293725
1y8y,1,9,4.253917809460217,3.3534139849247477,3.553593019513911,2.6151978537735716,3.5765078874674257,0.9632951159905216,4.19240695089759,2.4761797816042628,3.6632565240663792
1y9y,1,10,4.291417103550402,3.388480561874535,3.548868390156876,2.6288396483470917,3.5997900317467644,1.0302802777404028,4.2296538222195545,2.4976137201707336,3.66863225610711
1y10y,1,11,4.325504167066494,3.423123675608371,3.539624246146271,2.642878363319511,3.6246942977818932,1.0933481331703163,4.266876796399425,2.5158863372800275,3.6750182394014854
1y11y,1,12,4.356729929574539,3.4566073393630234,3.52600193973698,2.6556690587839378,3.6496654416788017,1.1520370452990891,4.304199614201549,2.5303543498158976,3.6826428141762992
1y12y,1,13,4.384288825041563,3.4878326180991883,3.508781512945019,2.6658752574972704,3.673769939816676,1.2071146798896824,4.34065004828819,2.540698276646222,3.6906204611482134
1y13y,1,14,4.407317703605839,3.5155554889754623,3.4885781878307953,2.6720733469777382,3.695933175123145,1.259321812958113,4.375122306316174,2.5464709300919655,3.6979419583408806
1y14y,1,15,4.424916363878921,3.5384388057479463,3.4659012730108407,2.6727835644680185,3.7149899782878686,1.3093816987410147,4.406424870274446,2.5471429617902883,3.7035185848633474
1y15y,1,16,4.436427165854787,3.555380363246232,3.4411809323056577,2.6669583145053015,3.730039567852333,1.3577488707656111,4.433657984972519,2.5423568358880377,3.7064031285272048
1y16y,1,17,4.442236355855791,3.5664138768045923,3.4147647964712884,2.655388811527403,3.7414282267416485,1.4038506787444842,4.457266977869813,2.5326168667941773,3.7063838815506416
1y17y,1,18,4.442965376083814,3.5718175674317814,3.3869583545988236,2.6392833246742873,3.7497734754175887,1.4468717481567468,4.477992348347086,2.5186107336938197,3.70340358945218
1y18y,1,19,4.439210516739641,3.571829532245004,3.3580429530236704,2.6198088946719436,3.7556519415147607,1.4860088524225707,4.4965333761602215,2.5009932952431466,3.6973746948491275
1y19y,1,20,4.431549558753305,3.566658234054456,3.328282185153942,2.59810239330207,3.759610135506037,1.5204677242256928,4.513558961011106,2.480395268065141,3.688187286748438
1y20y,1,21,4.420561483501428,3.5566355524259885,3.2979176062866684,2.5751586036449265,3.762095832144108,1.5497087586727887,4.529537844431101,2.457473022915619,3.6758586587501814
1y21y,1,22,4.406874677083697,3.5426565948115587,3.2671458005481373,2.551478804597993,3.7632363438690066,1.5741845580381866,4.544215192770851,2.4330433056945497,3.6609667087122357
1y22y,1,23,4.3911238846047755,3.525742834738372,3.2361471890277786,2.527436663013791,3.7630729176568005,1.5945878358281231,4.557153346547265,2.4079541527913673,3.6442171660823965
1y23y,1,24,4.3739370768384145,3.50690018601662,3.2050964536855373,2.5034001383125575,3.761639364595356,1.6116040310925863,4.567911113454593,2.3830437588206106,3.6263025645405724
1y24y,1,25,4.3559369370896075,3.4871223936702007,3.174163752868627,2.479732707986088,3.7589636056033764,1.6259128332042265,4.576044491874775,2.3591425716273333,3.6079050312855165
1y25y,1,26,4.337646467220213,3.4672277126668143,3.143476875987359,2.4567089073627417,3.7551050551725687,1.6381486025435166,4.581284776014457,2.3368748484054613,3.5895786419478743
1y26y,1,27,4.319204350883181,3.4473650389091457,3.113006057907428,2.434259809327814,3.7502637327456725,1.6487795353417833,4.58406955106797,2.3160620715343034,3.5713931322154955
1y27y,1,28,4.300653739615318,3.4275157422126923,3.082681437777778,2.4122311134116194,3.7446717158208562,1.658231345121313,4.585007173513514,2.2963273524328898,3.5532964779688627
1y28y,1,29,4.282038024866556,3.407660264115347,3.0524321524329996,2.3904687375550617,3.738557584425227,1.6669284394843065,4.584699946593523,2.2772956821415953,3.5352353292325778
1y29y,1,30,4.263400799641161,3.387778276200168,3.022186501460781,2.3688187708223927,3.732147033358555,1.6752941468900848,4.58374518007239,2.258593601045275,3.517155236912272
2y1y,2,3,3.972468315897109,3.2535551201938455,3.600404353363873,2.58687758408083,3.604555057311371,0.639109379824919,3.985606163255088,2.376236113023009,3.6687430613886276
2y2y,2,4,3.980085538033119,3.1609666541410677,3.527610709331186,2.5547965127964556,3.5184106302512523,0.6926890985495899,3.94717479731194,2.3575841709593672,3.6131585748201926
2y3y,2,5,4.027939323307242,3.1296731717648343,3.489831285057663,2.540895555231294,3.472008511256306,0.7470877278945047,3.9564052352185124,2.355912638166204,3.5846707232916253
2y4y,2,6,4.092336190583716,3.1669032310874687,3.4777631279883425,2.5438373503550955,3.455918704273062,0.8128934120783627,4.007704023886541,2.372357042067246,3.56980811419748
2y5y,2,7,4.155864339197521,3.219055287982283,3.4795331304037105,2.553842280291573,3.460765662639091,0.8889731080988559,4.063809514355711,2.4005042575845845,3.5975248283682566
2y6y,2,8,4.218992923448442,3.272431043454356,3.4865955644738498,2.568697987140002,3.4804135568951504,0.9633224620928268,4.115987064490312,2.4295362043153244,3.5987012724177605
2y7y,2,9,4.269993505524437,3.3200184266968003,3.4928992656101916,2.5859465651568088,3.5107123429974267,1.031338788363804,4.166088788375696,2.458222039810218,3.6100529485617114
2y8y,2,10,4.310170749367867,3.3636427705438017,3.4951707768214915,2.6049499951291133,3.5451291983704345,1.0981916362857596,4.211281288928145,2.484579938421753,3.6227510940456176
2y9y,2,11,4.345961525961586,3.404894873729257,3.490865907180307,2.623202973233801,3.5788740310068365,1.1607213247028463,4.254681541715937,2.506331044293077,3.6349445379350906
2y10y,2,12,4.378264128830925,3.4435497840472853,3.480757204026682,2.6392402772532417,3.610924315970941,1.2185418088912434,4.296956166766619,2.5232013873812305,3.6473389403340253
2y11y,2,13,4.406370723953462,3.4788007749699874,3.466084441681843,2.6518678378069396,3.6407420526402468,1.272580613572605,4.337378771900675,2.5351359405083715,3.6592512710163185
2y12y,2,14,4.42947851748877,3.5095865386800513,3.447755595413366,2.6597497197183078,3.667504548153624,1.3236828465898265,4.374996324463287,2.5418531764194148,3.6697969921527
2y13y,2,15,4.4467262428687855,3.5346892606116036,3.4264745019470633,2.6614625406508727,3.690214076713289,1.3726426440766675,4.408716468868569,2.542932114684727,3.677967587345217
2y14y,2,16,4.457501396486509,3.5531087540123636,3.402804620553209,2.6560298459634724,3.7081083442162566,1.4199459751504735,4.43773112043121,2.5381048974398563,3.682883241093502
2y15y,2,17,4.462292917112133,3.5650292757568716,3.3771858297800446,2.644417607356502,3.7217183286072637,1.4649747633689465,4.462642503824413,2.527999059636284,3.684430703480747
2y16y,2,18,4.461813966025885,3.5708572346137424,3.3499901707087534,2.6279912278357487,3.731817023958849,1.5068643943304474,4.484327239584351,2.5134061561645225,3.6826362167555007
2y17y,2,19,4.456729492017817,3.5709263934052755,3.3215484622109486,2.6080354841178868,3.7390975440298986,1.544774702013455,4.503586275431362,2.4950585494243565,3.677474291452073
2y18y,2,20,4.447669648850119,3.5655179752507933,3.2921617900602747,2.5857771443693567,3.744195326436516,1.577883186161701,4.5211658983700085,2.4736458955041716,3.668882049756736
2y19y,2,21,4.435254828053574,3.5550277976841778,3.262100148889128,2.5622744841477694,3.747623154953933,1.6056413560041183,4.537585410530063,2.4498724465342,3.656920611705504
2y20y,2,22,4.420149014087348,3.540430279926116,3.231580625733547,2.5380549011233473,3.7495443261245867,1.6285443154712191,4.552594247981851,2.424601272271149,3.642230966517894
2y21y,2,23,4.403016072585448,3.522817117701133,3.2007994696081523,2.513507129152976,3.7500251185567715,1.647330618040056,4.565749501689951,2.3987193993927387,3.6255760048196986
2y22y,2,24,4.38450749228513,3.50325097208463,3.169944051723973,2.4890111957771786,3.749119485769809,1.662722877534179,4.576605523677491,2.3730964763050664,3.607694428719733
2y23y,2,25,4.3652651544843435,3.482771937198454,3.139194816174222,2.464940352938052,3.7468717319879827,1.675431242935822,4.584714509410599,2.348588597604062,3.5893060520979714
2y24y,2,26,4.345823905978944,3.462229580172916,3.1086863584518345,2.4415735754157346,3.7433562366898676,1.6861135689254323,4.5898118879921075,2.325832801498915,3.570991020670742
2y25y,2,27,4.326317007438083,3.4417723247646954,3.078388328350128,2.41883192673729,3.738791214105203,1.695251140380353,4.592366969568655,2.304629195429172,3.5528215954001534
2y26y,2,28,4.306779347407804,3.4213746979700894,3.048228827813848,2.3965493533854927,3.733425370323297,1.7032791118806887,4.593021522935155,2.284575174674056,3.534743205867702
2y27y,2,29,4.287247287379737,3.4010112778781227,3.018135221158669,2.374561769535215,3.7275013209314425,1.7106298850438166,4.592406089483993,2.2652738935482257,3.5167002839227077
2y28y,2,30,4.2677584018779635,3.38065668276016,2.9880342587686677,2.35270669570566,3.7212566881657394,1.7177336018012472,4.591142004769589,2.2463332305768002,3.4986364399234575
3y1y,3,4,3.9877027601691344,3.0683781880882885,3.454817065298495,2.522715441512057,3.4322662031911406,0.7462688172742828,3.908743431368776,2.3389322288957195,3.5575740882517395
3y2y,3,5,4.055674827012311,3.06773219755033,3.4345447509045606,2.517904540806527,3.4057352382287798,0.801076901929308,3.941804771200214,2.3457509007378046,3.542634554243123
3y3y,3,6,4.132292148812588,3.1380192680520085,3.4368827195298337,2.529490605779851,3.4063732532602904,0.8708214228295119,4.015069977430361,2.371064018415331,3.5368297984670996
3y4y,3,7,4.201713345022625,3.210430329929395,3.4493153246636696,2.5455834543442566,3.424818313971023,0.9514390401673444,4.083360352130865,2.4065712937249795,3.5797202701131616
3y5y,3,8,4.2682978449587115,3.2762062281064575,3.4638338066958445,2.565062067751836,3.455585256811908,1.0281650785464085,4.142063244737353,2.4401962225737863,3.5846929146235875
3y6y,3,9,4.3195810371289936,3.331095644447293,3.474981750984579,2.5857913953361384,3.495071890611771,1.0967103564536183,4.196169225895796,2.4718863609414226,3.6002712630905576
3y7y,3,10,4.358413954149405,3.3793695777366537,3.4801374087440093,2.6075317681360106,3.536639789950301,1.163774815780168,4.243520592595722,2.5000576277644324,3.6161808129966175
3y8y,3,11,4.392648177219647,3.4238123429211855,3.477173601407362,2.627743646877921,3.5756639027187718,1.2259228178125892,4.288315964023542,2.522592910701837,3.6307197225033985
3y9y,3,12,4.423352552490239,3.4646603022532245,3.46746307632255,2.645058354272396,3.611632011377561,1.2829231898986142,4.331550611601235,2.539530862309922,3.644960704661291
3y10y,3,13,4.449760964759097,3.501325340447602,3.4526524505136407,2.658366863179549,3.6443607521731343,1.3359277369473732,4.3725560327652335,2.551025923256909,3.6583020919790874
3y11y,3,14,4.471024899451648,3.5328621221787975,3.433878435599684,2.6663744593217142,3.673227229139283,1.3859167981139109,4.410395430027668,2.556909273091816,3.669892804040343
3y12y,3,15,4.486247736783092,3.5581171056464167,3.4119803476623294,2.6676779536983757,3.697352328330116,1.433770416097647,4.443975661003026,2.556823448156537,3.6787362978415996
3y13y,3,16,4.494811633454924,3.576151341229173,3.3876046411062335,2.661349250723676,3.7160739816704784,1.4800103286370543,4.4725099632909115,2.550556342394999,3.6839709472246454
3y14y,3,17,4.497280388627491,3.5872774297256598,3.3612416495240565,2.6485276090190495,3.7300871336998283,1.5239651479078065,4.496716528150792,2.5388392701086615,3.68555124934447
3y15y,3,18,4.494437009367804,3.5920107089084032,3.3332958918650784,2.6307321374194097,3.7403011550686824,1.564714728630816,4.517575311339636,2.5225508257072904,3.6835624271132925
3y16y,3,19,4.486995815525361,3.5907620979809907,3.3041199690138905,2.609357852870203,3.747506449449807,1.6013787846502399,4.535960032442379,2.502484951699441,3.678019993331038
3y17y,3,20,4.475622668435589,3.5838687314306137,3.274029874571829,2.585712412621622,3.7524094599144666,1.633105174769748,4.552669412200298,2.479375882708947,3.6688902255430955
3y18y,3,21,4.460965189840044,3.5717762797669743,3.2433054708627527,2.560907645262599,3.755571382600743,1.6593375769029621,4.568250924267561,2.4539633539514885,3.65626380894533
3y19y,3,22,4.44371115609736,3.555528972543604,3.2121688505951083,2.5354852862308475,3.75717534027265,1.680619838399972,4.5824357261253645,2.4271468069684192,3.6408355931036445
3y20y,3,23,4.424543460419866,3.536280217576498,3.1808192254203664,2.509838606406584,3.7572986216190416,1.6977416799508136,4.594756668611694,2.399843563711226,3.623417651991253
3y21y,3,24,4.404128405446465,3.515141250746097,3.149445942122073,2.4843508915722423,3.756003506172592,1.711466377425097,4.6047483503642725,2.372946969794688,3.604787350973594
3y22y,3,25,4.383119556238309,3.4931908834259366,3.118230746301965,2.4593977515224705,3.753340671746011,1.7225367821681354,4.6119467069631215,2.347331892357746,3.5856952789483962
3y23y,3,26,4.362056757721632,3.4713023827807015,3.0873073151947894,2.4352560098216,3.7493910705758893,1.7316354901906725,4.616081702111108,2.3236413531717806,3.566740931943877
3y24y,3,27,4.341060702918956,3.4496147082884816,3.056637660641222,2.4118300243479758,3.7443843873049465,1.739257047070163,4.61764866983172,2.301645573862763,3.5479915343173
3y25y,3,28,4.320151788668232,3.4280874810811386,3.026141806791848,2.388936224157679,3.7385801828437737,1.74584590116292,4.617318137322357,2.280908737140098,3.5293832116468646
3y26y,3,29,4.299354170898299,3.406682668558288,2.9957402545353915,2.3663957766680754,3.732230023378368,1.7518422121676207,4.615744548185105,2.261006115876119,3.5108524847894036
3y27y,3,30,4.278695071729107,3.3853641480403938,2.9653538848947716,2.344033699839913,3.725578970789975,1.7576826470596298,4.613569258159014,2.241522012708422,3.492336194684007
4y1y,4,5,4.1236468938555015,3.0670862070123635,3.4142724365106134,2.513093640100979,3.3792042732664167,0.8558849865843308,3.9748661110316523,2.3525695725798745,3.52769502023451
4y2y,4,6,4.20458684313432,3.172839808033861,3.4279155466455014,2.5328781879137363,3.39342677829487,0.9330977256071333,4.0682332504611525,2.3871299131751296,3.526457653574773
4y3y,4,7,4.273050206640455,3.25778104387643,3.4474814111187286,2.553206125288317,3.422335684230984,1.0198291144650353,4.141565992384897,2.4291176486680626,3.587102330733632
4y4y,4,8,4.338446616156109,3.3281632381109976,3.466087992045181,2.575648724311776,3.4614150202170992,1.098639143864443,4.2003931980795,2.465512220993304,3.5914726212165475
4y5y,4,9,4.385956692520965,3.3836391357190916,3.479014688121794,2.5984065861009515,3.507633028095895,1.1667986642894856,4.253654384801199,2.49847718735056,3.60881069805832
4y6y,4,10,4.420199153146118,3.43120147601138,3.484357465984929,2.6216678225733347,3.5540353877434927,1.233359148864482,4.299316786133545,2.526911860909216,3.6259486004540937
4y7y,4,11,4.450497522512578,3.474588650754455,3.480367392280057,2.6427476762159006,3.596149288365576,1.2944448178894916,4.342540611545649,2.5488301509598528,3.6411690988250625
4y8y,4,12,4.477808776530378,3.5141955665238416,3.4690438277005575,2.6603512183674383,3.6340527374008627,1.3500049864766572,4.38440150913029,2.564605691486696,3.6558840317124828
4y9y,4,13,4.501100765269094,3.5494305795986363,3.4524119377597673,2.673439243364825,3.6679268131711353,1.4014453946888288,4.424090766253729,2.5745918892970394,3.669494092393237
4y10y,4,14,4.5193571133799,3.5793105155878475,3.4317845726298013,2.68074036110268,3.6973233317340974,1.449881596197875,4.460560629893557,2.5787069775114237,3.6811246756192024
4y11y,4,15,4.531570007384363,3.602638825424429,3.4080861006044945,2.6808563638971306,3.7214510669791148,1.4962705614452259,4.49263313642432,2.576631740816611,3.68975104416795
4y12y,4,16,4.537070706228741,3.61846577065758,3.382003605756879,2.6729020681579763,3.73972462987709,1.5411554545839525,4.519490507617756,2.568191685186605,3.6945040188057208
4y13y,4,17,4.536478667739673,3.627192756005457,3.3540435406183295,2.658205468058049,3.752996436046651,1.5837879425719255,4.541945227903255,2.5542167348173486,3.695395646351602
4y14y,4,18,4.530632312881997,3.6294130318241247,3.324615808048406,2.6384476156985053,3.7623036516313637,1.6231751508705694,4.561063302766125,2.5356664397652597,3.6925615941748315
4y15y,4,19,4.520282019215778,3.6255876919738377,3.29407349592825,2.615134013627412,3.7685224658670515,1.6583861158086368,4.577774472513952,2.5133884665530224,3.686049720336325
4y16y,4,20,4.506117662702244,3.616086890389509,3.262730675151411,2.58964972331597,3.7724184134596737,1.6885324471132148,4.592914786002267,2.4881536110722724,3.6758474841238056
4y17y,4,21,4.488804156291275,3.6013879322186617,3.2308636123665324,2.5631542454832186,3.7745893343307193,1.7130475039399438,4.607045482673372,2.460729890719475,3.662069086633188
4y18y,4,22,4.469044955871151,3.5825929050133434,3.198688394222698,2.536194722048558,3.7752258478882896,1.7325282284625105,4.619863075834064,2.4320476168613476,3.645461232262084
4y19y,4,23,4.447535076222536,3.5609066401811407,3.166398286479412,2.509160878243137,3.7744055910099843,1.7478191990390524,4.630862628466585,2.403049423438357,3.6268831027143853
4y20y,4,24,4.424949687710332,3.537479403878987,3.1341773859632522,2.4824326640752505,3.7721903713216647,1.7597262554326383,4.639548596314047,2.3746477068396366,3.607148014109687
4y21y,4,25,4.401948927479698,3.513420059394395,3.1022028263497496,2.4563826234277277,3.7686299321533863,1.7690257328773673,4.645432577229519,2.347731876332128,3.5870343832672846
4y22y,4,26,4.379072848519474,3.489617118903083,3.0706023265537117,2.4312805811083966,3.7638058372751955,1.7764248844141448,4.648233441690305,2.3229463133661468,3.5671576066571555
4y23y,4,27,4.356424091734167,3.4661902091667507,3.039325512612644,2.407008919253885,3.7579547431359814,1.7824304483656361,4.648470636721413,2.300024414948286,3.5475749015375415
4y24y,4,28,4.334003831522361,3.4430753682891737,3.008280337687404,2.383362090101246,3.7513432653293,1.7874949463249472,4.646842083403756,2.2784910916502796,3.528208591788328
4y25y,4,29,4.311820227327466,3.4202148477770873,2.977377182104867,2.3601429900743165,3.7442285761858574,1.7920651479633545,4.644024592857758,2.257889071355334,3.5089836206509095
4y26y,4,30,4.289887083712182,3.3975559157308592,2.9465283779561666,2.3371613251602144,3.7368602310822383,1.796583178974451,4.640677943804793,2.2377754659319873,3.4898270449314026
5y1y,5,6,4.285526792413141,3.2785934090553552,3.44155865678038,2.552662735726486,3.407649283323321,1.010310464629941,4.161600389890633,2.421690253770377,3.525220286915038
5y2y,5,7,4.347751863032931,3.353128462308456,3.4640858984227814,2.573262367881984,3.44390138971327,1.1018011784053834,4.224915933061516,2.467391686712157,3.616805985983203
5y3y,5,8,4.410046523589646,3.4151889151438763,3.4833598438900317,2.5965004190487107,3.4888186025339905,1.1795571962911469,4.275568893762111,2.503159770464447,3.612731821543893
5y4y,5,9,4.4515341421873345,3.4627773678957716,3.4952002510245883,2.619734822600945,3.53974021680327,1.2445270837157751,4.323351453243584,2.534954091043231,3.6290896175142735
5y5y,5,10,4.479509605004243,3.5040245298111796,3.49837447187979,2.6433826590678073,3.5890016106389115,1.3088539813205111,4.364206921153924,2.5617803185750843,3.645599316498014
5y6y,5,11,4.504972627288758,3.542505724711468,3.491383218241629,2.6643566822350544,3.632306790882104,1.3675381231070163,4.403819694964648,2.5815402473565143,3.6600814452568233
5y7y,5,12,4.528403331198218,3.578068332168336,3.4768683121562636,2.681388015262645,3.670459660848642,1.4205935578898474,4.442906566001524,2.5948965656162417,3.6741967476379083
5y8y,5,13,4.548282499195794,3.60972362617192,3.45717937541591,2.693482443772805,3.704017130659224,1.4696404457018923,4.480243848156488,2.6023446788866837,3.6872189764130794
5y9y,5,14,4.56332491554928,3.63622432765179,3.4337303655319347,2.6993677745473117,3.7326698937860616,1.5158812194882672,4.514526687544879,2.6038333558371525,3.698172415106392
5y10y,5,15,4.572362318737248,3.6561940872656344,3.407467467013883,2.697632636276746,3.7556757463503834,1.5603091189313156,4.544409838963587,2.5990379576402844,3.705956646561294
5y11y,5,16,4.574654689171764,3.668591185534416,3.379070075688357,2.687430107072249,3.772499207750789,1.6034527698566452,4.569001816398311,2.5877936954235796,3.7096684732212863
5y12y,5,17,4.570881315563355,3.673868301754881,3.34902446596064,2.6702981203878036,3.7841457829450054,1.644446522237557,4.589201820975888,2.571020665003805,3.7093706985280273
5y13y,5,18,4.561938883576342,3.672668941425029,3.317719144320544,2.648090229206007,3.7917728345825137,1.682197471200279,4.606155394438007,2.549750814164135,3.7052436383240877
5y14y,5,19,4.548613099598655,3.66548065518537,3.285487857315223,2.622422611736442,3.7963309081956687,1.715707625038945,4.620839355476973,2.5248755304082464,3.6973607703435976
5y15y,5,20,4.5316157139586934,3.6526869359479845,3.2526278910607975,2.594753462196969,3.7986326894725586,1.74404227781514,4.634118031000309,2.497192546971766,3.6857243150497583
5y16y,5,21,4.511626485193511,3.6347817900440544,3.219400560857527,2.566283033319609,3.7993009006472387,1.7666201612746697,4.64655669340098,2.4674899106031996,3.670467465783106
5y17y,5,22,4.489362488930896,3.612916828425166,3.1860069799704673,2.537553609221945,3.798521234630753,1.7840954779847569,4.657804073763618,2.4367227959367272,3.6523886564990002
5y18y,5,23,4.465528864131816,3.588341108690516,3.152627500366567,2.508942391473257,3.7963612197735164,1.7973710997309809,4.667306879435192,2.4058538595971615,3.632393551741045
5y19y,5,24,4.440807729492164,3.5622369405561765,3.1194355411976007,2.4808189284949487,3.792873850166677,1.8072968485299177,4.67453188501312,2.37580971390594,3.611329750629434
5y20y,5,25,4.415864029160909,3.5357367520134964,3.0865993458417056,2.453547072594065,3.788101215097735,1.8146827701920185,4.678960900539412,2.3474899915197414,3.590001351418924
5y21y,5,26,4.391235989217758,3.5097376385169263,3.0542370832224304,2.427384721156369,3.78212019746609,1.8202601176441358,4.68029855267405,2.321535681975017,3.569036777439187
5y22y,5,27,4.367004873455923,3.484331300173768,3.022282470617282,2.4021868864881073,3.7751706735845985,1.8245461511738774,4.679089024252766,2.297635998692305,3.548478532505861
5y23y,5,28,4.3431497853339645,3.459422723127296,2.9906285073037857,2.377721587927345,3.7675232215059475,1.8279997271832344,4.67605843002863,2.275270288131602,3.5282309209863207
5y24y,5,29,4.319660782888798,3.434928541142284,2.9591732131712947,2.3537700463232047,3.759437922140834,1.8310726546874805,4.671906196267179,2.2539440504709787,3.5082039790015935
5y25y,5,30,4.29653669130645,3.4107747040795977,2.9278186156139885,2.3301240325625834,3.751166469394871,1.8342111066700557,4.6673104171157185,2.2331837016660723,3.4883123259192774
6y1y,6,7,4.409976933652726,3.427663515561551,3.4866131400651765,2.5938620000374812,3.480153496103204,1.1932918921808409,4.288231476232382,2.5130931196539206,3.7083916850513563
6y2y,6,8,4.472306389177895,3.4834866681881356,3.5042604374448625,2.618419260709811,3.529403262139324,1.264180562121745,4.332553145697853,2.543894528811482,3.6564875888583184
6y3y,6,9,4.506869925445401,3.5241720208425753,3.5130807824393226,2.642092184892424,3.583770527963249,1.32259929007772,4.377268474361235,2.5727087034675145,3.66371272771402
6y4y,6,10,4.528005308152021,3.5603823100001373,3.5125784256546417,2.6660626399031324,3.634339692467805,1.3834898604931545,4.4148585539697445,2.59680283477626,3.6756940738937565
6y5y,6,11,4.548861794263883,3.5952881878426894,3.501348130533878,2.6866954715367646,3.677238292393857,1.4389836548024346,4.452263555979452,2.6135102460737403,3.6870536769251783
6y6y,6,12,4.568882754329063,3.627980819353834,3.4827532547189106,2.70284222851867,3.714261390436193,1.4889740734331636,4.489790928686672,2.62376428425722,3.699026157758386
6y7y,6,13,4.585819028736174,3.6570279429028565,3.4594109066495573,2.7135995449222796,3.746355394564353,1.5352590144264577,4.525764342194465,2.6281524539032994,3.7103616463413704
6y8y,6,14,4.598049680941297,3.680928192476343,3.4327518291258774,2.717705904399915,3.7732974700939046,1.5790775638455594,4.558642474751658,2.626601243595499,3.71979143113031
6y9y,6,15,4.60423293277326,3.6981497181778873,3.4036795570398284,2.713740403004552,3.79434535335339,1.6214200805203578,4.586944222193915,2.618743258070273,3.726038464299766
6y10y,6,16,4.603567478847626,3.7075909631823216,3.3728212175791557,2.7009068442068243,3.808984200193534,1.6627670003793178,4.609741959049076,2.6044040395888994,3.72811329185191
